ID,Text,Aspects,TokenCount
396,"If we had invested in renewable fuels and mass transit 20, 30, 40, or 50 years ago, Russia and OPEC would not be able to make it cost this much to fill up our vehicles. We have known about climate change for decades and have fallen woefully short of the action needed.",,29
397,"If we remove all feelings from the equation, we would conclude nuclear energy is VERY good and ""renewables"" suck. If we remove all feelings from the equation...",,13
398,"If you really think we can continue to expand our population AND reduce climate change, you are, quite frankly, delusional. moron Stupid idiot Dumb Insane ridiculous nincompoop clod imbecile overpopulation keepitinyourpants seeasexworkerinstead",,23
399,Imports of electric vehicles exempted from value-added tax while the sales tax on locally produced electric vehicles will be 1 . So am i reading it correctly gop wants u to import electric cars rather than manufacture locally? Who r u incentivising?,,28
400,"In 1945, Harry Truman thought that nuclear energy would induce a massive and sudden endowment of leisure. It's striking how similar the arguments are surrounding artificial general intelligence are today. Also, it's too bad we're currently squandering ""atomic energy""!",,26
401,"In 1968, the great benefits of electric vehicles were discussed and in display, noting that EVs were not a new idea, and in fact a much better development versus petrol cars 50 years prior to, in 1918. elonmusk From Vijay Kedia",,25
402,"In 2007, the U.S. Environmental Protection Agency found that after a big fireworks display, chemical levels in the air and water spiked to 1,000 times the normal level.",,19
403,"In 2019, the Environmental Protection Agency published a report that found the petroleum sector released over 11 million pounds of pollution in 25 Louisiana parishes, with many of these facilities operating in close proximity to Black residents.",,24
404,"In Electrify, we suggested that, as with WWII, Biden invoke DPA to build clean energy infrastructure. He did. energy.gov President Biden Invokes Defense Production Act to Accelerate Domestic Manufacturing of Clean Energy DPA Invocation Will Boost American Production of the Critical Technologies Necessary to Lower Energy Costs, Support the Clean Energy Economy, and Strengthen National Security.",,41
405,In India Other countries might have Nuclear energy a lot how exactly or will electric cars save environment when the maximum electricity generated is via coal? Plus heavy metals need to be mined for batteries!,,22
406,"In Tamale, the EU made a donation of climate change inspired children books to the Tamale Library. The books contain simple ways for children about environmental awareness and actionable tips about incorporating them into daily life.",,23
407,"In a bilateral meeting, President Bolsonaro emphasized to President Biden the fact of Brazil being an example for the world on environment, clean energy and food security. Brazil is a giant, and it presents itself to the world as the solution to many problems"", stated Bolsonaro. 286 2,502 14.8K",,30
408,"In celebration of the 50th anniversary of the Environmental Protection Agency, check out this new book from EPA scholars and vets on its history and impact. Co-edited by IUMaurerLaw IUONeillSchool Prof. Jim Barnes and including his chapter, ""The Establishment of the EPA.""",,25
409,"In germany, in about ten weeks, the state begin to shut down the six last nuclear plants, a total of 8.5 GW. They are replaced by gas and coal. During last year they produced more energy than all of the two million solar systems combined. auraxchan",,27
410,"In many places, summertime is when ticks are out, so here's what to do: 1 Know where to expect ticks 2 Treat clothing gear w products containing 0.5 permethrin 3 Use Environmental Protection Agency EPA -registered insect repellent 4 Check your body after coming inside",,32
411,In parts of India the temperature reached 122 degrees Fahrenheit this May.Meat begins to cook at 130.,,12
412,"In the upcoming adverse time World War-3 . There will be shortage in supply of fuels. Hence, We have to buy alternatives like electric vehicles, bicycle, cycle-rickshaw, bullock cart etc. Learn to repair them keep in stock some consumable spares",,27
413,"India is one of the leaders in sustainable development and clean energy. With its reformative, environment-friendly policies, the country has time again shown that sound environmental policies can also pave the way to sound economies.",,22
414,"Indian Point's twin reactors perfectly illustrate what may be nuclear energy s single greatest virtue: its unsurpassed power density! Which, in turn, allows us to spare land for nature.""",,21
415,Inspiring exchanges w BgSciencesBAS scientists at Institute of Electrochemistry Energy Systems. Your work on advanced is essential to build a competitive value chain! We join forces to shape a resilient amp clean energy future for CleanHydrogenEU,,25
416,"Instead of getting mad at some disabled people for using straws, educate yourself on how heat waves are dangerous for people with certain health conditions. Climate change disproportionately affect disabled people. Disabled people do not disproportionately cause climate change. 12 401 1,197",,31
417,"Interested in geopolitics, nuclear energy the EU? If so, be sure to join this webinar 11 June , hosted by FRS org , which will explore Europe's nuclear energy industry challenges, China's nuclear energy exports geopolitics more broadly. frstrategie.org Les enjeux du nucl aire civil europ en et de la coop ration",,40
418,Involve schoolchildren in creation of pollinator gardens and promotion of urban biodiversity. The fact that it is students who create and manage these urban spaces will increase environmental awareness of the need to conserve urban pollinator species.,,22
419,"Iran: ""An attempt to sabotage a building of the country's nuclear energy agency was thwarted"" yoni ben menachem yonibmen Jun 23, 2021 : "" """,,16
420,Irony that there is subsidy for electric vehicles but no subsidy for electric bicycles. Even more ironical that GST rate is 5 for electric bicycles but 12 for pedal bikes! No subsidy for mybyk in and yet we managed to survive and rearing to thrive!,,24
421,"Island nations are on the frontlines of climate change, facing rising ocean levels and more extreme weather patterns ... But they're also on the forefront of clean energy innovation. President BillClinton From Clinton Foundation",,21
